Name,Symbol,Exchange
Sakuma Exports,SAKUMA,NSE
Electro Force,EFORCE,NSE
Kay Power &Paper,530255,BSE
Country Club Hos,CCHHL,NSE
Utique Enterp.,500014,BSE
S & S Power Swit,S&SPOWER,NSE
PVR Inox,PVRINOX,NSE
Gretex Corporate,GCSL,NSE
Asian Tea & Exp,519532,BSE
KKalpana Inds.,526409,BSE
Pentokey Organy,524210,BSE
Milestone Global,531338,BSE
Natural Capsules,NATCAPSUQ,NSE
Mishka Exim,539220,BSE
Eternal,ETERNAL,NSE
Hemo Organic,524590,BSE
Dalal Street Inv,501148,BSE
Silly Monks,SILLYMONKS,NSE
Dangee Dums,DANGEE,NSE
Radhe Develop.,531273,BSE
Valiant Organics,VALIANTORG,NSE
Bombay Dyeing,BOMDYEING,NSE
Cindrella Fin.,531283,BSE
Magenta Life,544188,BSE
MFL India,526622,BSE
Inox Green,INOXGREEN,NSE
RSWM Ltd,RSWM,NSE
Scarnose Inter.,543537,BSE
Blue Pearl Agri,514440,BSE
Ent.Network,ENIL,NSE
Times Green Ener,543310,BSE
Sanco Trans,523116,BSE
TruCap Finance,TRU,NSE
Max Estates,MAXESTATES,NSE
Welcure Drugs,524661,BSE
Vega Jewellers,512026,BSE
Sar Auto Prod.,538992,BSE
IEL,524614,BSE
H T Media,HTMEDIA,NSE
Shivansh Finserv,539593,BSE
Modulex Const.,504273,BSE
Mehta Securities,511738,BSE
NCC Blue Water,519506,BSE
Nazara Technolo.,NAZARA,NSE
Khaitan Chemical,KHAICHEM,NSE
Mehta Integrat.,511377,BSE
Phoenix Intl.,526481,BSE
Delhivery,DELHIVERY,NSE
Morarka Finance,511549,BSE
Polo Queen Ind.,540717,BSE
TransIndia Real,TREL,NSE
Shreevatsaa Fin.,532007,BSE
Apex Frozen Food,APEX,NSE
Viji Finance,VIJIFIN,NSE
Dishman Carbogen,DCAL,NSE
JMG Corporation,523712,BSE
Supreme Holdings,SUPREME,NSE
Gian Lifecare,542918,BSE
Bhilwara Spinner,514272,BSE
Swati Projects,543914,BSE
Orient Bell,ORIENTBELL,NSE
Yarn Syndicate,514378,BSE
Urban Company,URBANCO,NSE
G V Films,523277,BSE
Prerna Infra.,531802,BSE
Axita Cotton,AXITA,NSE
Tirupati Innovar,539040,BSE
Hilltone Softwar,544308,BSE
Vani Commercials,538918,BSE
FCS Software,FCSSOFT,NSE
Vishal Bearings,539398,BSE
DJS Stock,511636,BSE
Simplex Realty,503229,BSE
3P Land Hold.,3PLAND,NSE
Jainco Projects,526865,BSE
Laffans Petroch,524522,BSE
Kisan Mouldings,530145,BSE
Lak. Electrical,504258,BSE
Bazel Internatio,539946,BSE
Chothani Foods,540681,BSE
Himalaya Food,526899,BSE
Sera Investments,512399,BSE
Triveni Enterpri,538569,BSE
Kachchh Minerals,531778,BSE
RTCL,531552,BSE
Shilp Gravures,513709,BSE
Suncare Traders,539526,BSE
T & I Global,522294,BSE
Atlas Cycles,ATLASCYCLE,NSE
Garbi Finvest,539492,BSE
Tsf Investments,TSFINV,NSE
Mizzen Ventures,531537,BSE
Achyut Healthcar,543499,BSE
Envair Electrody,500246,BSE
Shiva Granito,540072,BSE
Octaware Tech.,540416,BSE
Jain Marmo Inds,539119,BSE
KCL Infra,531784,BSE
Prism Johnson,PRSMJOHNSN,NSE
NPR Finance,530127,BSE
Quest Capital,500069,BSE
Minaxi Textiles,531456,BSE
Mahindra Life.,MAHLIFE,NSE
Divyashakti,526315,BSE
Parvati Sweetner,541347,BSE
Asian Granito,ASIANTILES,NSE
7NR Retail Ltd,540615,BSE
VLS Finance,VLSFINANCE,NSE
Hit Kit Global,532359,BSE
Globalspace Tech,540654,BSE
Woodsvilla,526959,BSE
Decorous Investm,539405,BSE
Acrow India,513149,BSE
Shipping Land,SCILAL,NSE
Rajnish Retail,530525,BSE
Golden Crest,540062,BSE
Tokyo Finance,531644,BSE
Sungold Capital,531433,BSE
Indowind Energy,INDOWIND,NSE
Elcid Investment,503681,BSE
AVI Products,523896,BSE
Polymac Thermof.,537573,BSE
Orient Press,ORIENTLTD,NSE
Dhansafal Fin,512048,BSE
Dhyaani Trade,543516,BSE
Natraj Proteins,530119,BSE
ISF,526859,BSE
Gujarat Winding,541627,BSE
Yogi Ltd,511702,BSE
Shelter Infra,526839,BSE
Gemstone Invest.,531137,BSE
Surani Steel Tub,SURANI,NSE
Indong Tea Co,543769,BSE
Maral Overseas,MARALOVER,NSE
Bharat Gears,BHARATGEAR,NSE
Haryana Capfin,532855,BSE
Anzen IYEP Trust,ANZEN,NSE
Integ. Proteins,519606,BSE
Shree Rama News.,RAMANEWS,NSE
Saurashtra Cem.,SAURASHCEM,NSE
Misquita Engg.,542801,BSE
Chemplast Sanmar,CHEMPLASTS,NSE
Enterprise Intl.,526574,BSE
Rander Corpn.,531228,BSE
Avance Tech.,512149,BSE
Dynamic Portfol,530779,BSE
Ashima,ASHIMASYN,NSE
Empower India,504351,BSE
Vaxtex Cotfab,VCL,NSE
Paragon Finance,531255,BSE
Manraj Hsg.Fin.,530537,BSE
Everest Organics,524790,BSE
Epuja Spiritech,532092,BSE
Pilani Invest.,PILANIINVS,NSE
Aravali Sec,512344,BSE
Pion. Agro Extr.,519439,BSE
Arihant's Secur.,531017,BSE
NDL Ventures,NDLVENTURE,NSE
Novateor Resear.,542771,BSE
Aro Granite Inds,AROGRANITE,NSE
New Markets Advi,508867,BSE
City Pulse Multi,542727,BSE
Ushakiran Fin.,511507,BSE
Deccan Healthcar,542248,BSE
SGL Resources,526544,BSE
Raymond,RAYMOND,NSE
Sambhaav Media,SAMBHAAV,NSE
ERP Soft Systems,530909,BSE
Visagar Finan.,531025,BSE
Jyoti Structures,JYOTISTRUC,NSE
Amit Securities,531557,BSE
Asian Warehous.,543927,BSE
Equilateral Ent.,531262,BSE
Repro India,REPRO,NSE
Titan Securities,530045,BSE
Tarmat,TARMAT,NSE
Gloster Ltd,GLOSTERLTD,NSE
Phoenix Township,537839,BSE
Deccan Cements,DECCANCE,NSE
SIL Investments,SILINV,NSE
Mercantile Vent.,538942,BSE
Triveni Glass,502281,BSE
Shervani Indl Sy,526117,BSE
T T,TTL,NSE
S V Global Mill,535621,BSE
Syschem (India),531173,BSE
Rajesh Exports,RAJESHEXPO,NSE
Warren Tea,508494,BSE
Jio Financial,JIOFIN,NSE
Mid East Port.,526251,BSE
Windsor Machines,WINDMACHIN,NSE
Kkalpana Plastic,523652,BSE
Atvo Enterprises,532090,BSE
Bartronics India,ASMS,NSE
SW Investments,503659,BSE
Zodiac-JRD MKJ,512587,BSE
S I Paper Mills,516108,BSE
Sterling Green,526500,BSE
Mapro Industries,509762,BSE
Nanavati Venture,543522,BSE
Karma Energy Ltd,KARMAENG,NSE
Naga Dhunseri,NDGL,NSE
KBS India,530357,BSE
KJMC Financial,530235,BSE
Nyssa Corp.,504378,BSE
Urja Global,URJA,NSE
M P Agro Inds.,506543,BSE
Jagatjit Inds.,507155,BSE
Gautam Gems,540936,BSE
Mukesh Babu Fin.,530341,BSE
Jaykay Enter.,JAYKAY,NSE
Motor & Gen Fin,MOTOGENFIN,NSE
Guj Apollo Inds,GUJAPOLLO,NSE
India Cem. Cap.,511355,BSE
Shree Ram Prote.,SRPL,NSE
Newtime Infra.,531959,BSE
STEL Holdings,STEL,NSE
Softrak Venture,531529,BSE
Transwar.Fin.,TFL,NSE
TCFC Finance,532284,BSE
Indl. Inv. Trust,IITL,NSE
AGS Transact,AGSTRA,NSE
Pagaria Energy,531396,BSE
Nexome Cap. Mkt.,508905,BSE
Polysil Irrigati,POLYSIL,NSE
Ashnisha Indus.,541702,BSE
Atharv Enter,530187,BSE
MILGREY FIN.&INV,511018,BSE
Kanani Industrie,KANANIIND,NSE
Summit Securitie,SUMMITSEC,NSE
Tata Inv.Corpn.,TATAINVEST,NSE
The Peria Karamalai Tea,PKTEA,NSE
Tatva Chintan,TATVA,NSE
Graviss Hospital,509546,BSE
Veerkrupa Jewel,543545,BSE
Shristi Infra,511411,BSE
Sumeru Industrie,530445,BSE
Bajaj Hindusthan,BAJAJHIND,NSE
Kalyani Invest.,KICL,NSE
Tarini Internat.,538496,BSE
Moxsh Overseas,MOXSH,NSE
BITS,526709,BSE
Aequs,AEQUS,NSE
Victoria Mills,503349,BSE
GCM Capital,538319,BSE
Datiware Mari.,519413,BSE
Bilcare,526853,BSE
SKIL Infrastr,SKIL,NSE
Ganges Securitie,GANGESSECU,NSE
STL Global,SGL,NSE
Fischer Medical,FISCHER,NSE
Super Sales Ind.,512527,BSE
Naperol Invest.,500298,BSE
Kalpat.,KALPATARU,NSE
Trustedgecapital,532056,BSE
Parampara Dairy,PARAMPARA,NSE
Sanathnagar Ent.,509423,BSE
Vivid Mercantile,542046,BSE
Hind.Fluoro Carb,id,NSE
Guj. Lease Fin.,GLFL,NSE
Coffee Day Enter,COFFEEDAY,NSE
Shyama Computro.,531219,BSE
Mirza Internatio,MIRZAINT,NSE
Decillion Financ,539190,BSE
Saianand Commer.,512097,BSE
Sh. Bajrang All.,526981,BSE
Odigma Consultan,ODIGMA,NSE
Navkar Urban.,NAVKARURB,NSE
Novelix Pharma.,536565,BSE
Parle Industries,532911,BSE
Lee & Nee Soft.,517415,BSE
Franklin Leasing,539839,BSE
Shri Vasuprada,538092,BSE
Perfect Infraeng,PERFECT,NSE
Tranway21 Tech.,542923,BSE
Tridev Infra.,531568,BSE
Raconteur Global,541703,BSE
R O Jewels,543171,BSE
Ucal,UCAL,NSE
Chandrima Mercan,540829,BSE
DE Nora India,DENORA,NSE
Rajdarshan Inds,ARENTERP,NSE
Rish.Digh.Steel,531539,BSE
Citizen Infoline,538786,BSE
Shiva Global,530433,BSE
U. H. Zaveri,541338,BSE
Lakshmi Mills,502958,BSE
Likhami Consult.,539927,BSE
Anik Industries,ANIKINDS,NSE
Eraaya Lifespace,531035,BSE
Sarda Proteins,519242,BSE
Mega Nirman,539767,BSE
Welspun Investme,WELINV,NSE
Fortis Malar,523696,BSE
Integra Capital,531314,BSE
Sambandam Spg.,521240,BSE
Jet Solar,538794,BSE
Symbiox Investme,539278,BSE
JSW Holdings,JSWHL,NSE
Amit Internation,531300,BSE
Modern Malleable,517336,BSE
LKP Finance,507912,BSE
HB Portfolio,532333,BSE
EKI Energy,543284,BSE
Caprihans India,509486,BSE
Haria Exports,512604,BSE
Ind-Swift Labs.,INDSWFTLAB,NSE
K Z Leasing,511728,BSE
AG Ventures,506579,BSE
Nirav Commercial,512425,BSE
Everest Inds.,EVERESTIND,NSE
KCD Industries,540696,BSE
Rajkot Inv.Trust,539495,BSE
Sanblue Corp.,521222,BSE
Hercules Investments,HERCULES,NSE
Futuristic Sec.,523113,BSE
Creative Eye,CREATIVEYE,NSE
Jocil,JOCIL,NSE
PVP Ventures,PVP,NSE
Sibar Auto Parts,520141,BSE
Surana Telecom,SURANAT&P,NSE
Margo Finance,500206,BSE
Dalmia Industria,539900,BSE
Landmarc Leisur.,532275,BSE
Sun Retail,542025,BSE
Filatex Fash.,FILATFASH,NSE
Asia Pack,530899,BSE
Shree Ganesh Bio,539470,BSE
Pankaj Polymers,531280,BSE
Netwrk.18 Media,NETWORK18,NSE
Winsome Brew.,526471,BSE
Mah. Scooters,MAHSCOOTER,NSE
Rajnish Wellness,541601,BSE
P B A Infra.,532676,BSE
Mukta Agricultur,535204,BSE
Easun Capital Ma,542906,BSE
KMG Milk Food,519415,BSE
Texmaco Infrast.,TEXINFRA,NSE
Shukra Jewellery,523790,BSE
Lancer Containe.,LANCER,NSE
Padmanabh Inds.,526905,BSE
CLIO Infotech,530839,BSE
Neelkanth,512565,BSE
Mihika Industrie,538895,BSE
Vishwaraj Sugar,VISHWARAJ,NSE
Kaizen Agro,538833,BSE
Scintilla Comm,538857,BSE
Elgi Rubber Co,ELGIRUBCO,NSE
Sunraj Diamond,523425,BSE
ESI,EASTSILK,NSE
Stellar Capital,536738,BSE
Nalwa Sons Invst,NSIL,NSE
Oswal Green Tech,OSWALGREEN,NSE
Rajapalayam Mill,532503,BSE
Sh. Krish. Infr.,542146,BSE
Kinetic Engg.,500240,BSE
Excel Realty,EXCEL,NSE
Diamant Infra.,508860,BSE
Minolta Finance,532164,BSE
Looks Health,534422,BSE
Tirth Plastic,526675,BSE
SSPDL Ltd,530821,BSE
Setubandhan Inf.,SETUINFRA,NSE
Veer Energy,503657,BSE
S & T Corporatio,514197,BSE
Devine Impex,531585,BSE
Oricon Enterpris,ORICONENT,NSE
Lesha Industries,533602,BSE
West Leisure,538382,BSE
Mitshi India,523782,BSE
G K Consultants,531758,BSE
NBI Indl. Fin.,NBIFIN,NSE
Sungold Media,541799,BSE
Evoq Remedies,543500,BSE
BGIL Films & Tec,511664,BSE
Ramchandra Leas.,538540,BSE
OTCO Intl,523151,BSE
Panafic Industri,538860,BSE
Ravikumar Distll,RKDL,NSE
VCU Data Managem,536672,BSE
Wagend Infra,503675,BSE
Apoorva Leasing,539545,BSE
Diensten Tech,DTL,NSE
Hind.Appliances,531918,BSE
Ishaan Infrastru,540134,BSE
Evexia Lifecare,524444,BSE
SVS Ventures,543745,BSE
Jolly Plastic,507968,BSE
Ashtasidhhi Ind,531341,BSE
Cressanda Railwa,512379,BSE
Typhoon Fin Ser,539468,BSE
First Fintec,532379,BSE
Lak. Prec. Screw,LAKPRE,NSE
V B Industries,539123,BSE
Patron Exim,543798,BSE
Munjal Showa,MUNJALSHOW,NSE
Spectrum Foods,531982,BSE
Surana Solar,SURANASOL,NSE
Natural Biocon,543207,BSE
Thirumalai Chem.,TIRUMALCHM,NSE
Perfect-Octave,521062,BSE
Sirohia & Sons,538667,BSE
CHD Chemicals,539800,BSE
Shoora Designs,543970,BSE
Vikas Lifecare,VIKASLIFE,NSE
Retro Green,519191,BSE
BKV Industries,519500,BSE
RLF,512618,BSE
Source Industrie,521036,BSE
Sundrop Brands,SUNDROP,NSE
ZR2 Bioenergy,506640,BSE
Mah. Corporation,505523,BSE
National Perox.,544205,BSE
Amerise BioScie,531681,BSE
Jayshree Chem.,506520,BSE
Subhash Silk,530231,BSE
Sunshine Capital,539574,BSE
Krishna Capital,539384,BSE
Vintage Secur.,531051,BSE
Vels Film,VELS,NSE
Croissance Ltd,531909,BSE
Jaihind Synth,514312,BSE
Gleam Fabmat,542477,BSE
Mahalaxmi Fab.,MFML,NSE
P.M. Telelinnks,513403,BSE
Madhav Marbles,MADHAV,NSE
Polycon Intl.,531397,BSE
Omnitex Industri,514324,BSE
VL E-Governance,VLEGOV,NSE
Indifra Ltd,INDIFRA,NSE
Svam Software,523722,BSE
Vikas Proppant,VIKASPROP,NSE
Gajanan Sec.Serv,538609,BSE
Alfavision Overs,531156,BSE
R G F Capital,539669,BSE
Uniphos Enter.,UNIENTER,NSE
Computer Point,507833,BSE
Thinkink Picture,539310,BSE
E & E Enterprises,501386,BSE
Hexa Tradex,HEXATRADEX,NSE
Mohit Industries,MOHITIND,NSE
Superior Finleas,539835,BSE
MASK INVESTMENTS,MASKINVEST,NSE
Haryana Fin. Co.,530927,BSE
Available Fin.,531310,BSE
GSS Infotech,GSS,NSE
Kashyap TeleMed.,531960,BSE
FGP,500142,BSE
Golkonda Alumin.,513309,BSE
Worldwide Alumi.,526525,BSE
Sharp Investment,538212,BSE
Siddhes. Garment,526877,BSE
Ghushine Fintrra,539864,BSE
Transpact Enter.,542765,BSE
Tiaan Consumer,540108,BSE
Square Four Pro.,526532,BSE
Unishire Urban,537582,BSE
Simplex Infra,SIMPLEXINF,NSE
Genus Prime,532425,BSE
Kapil Raj Financ,539679,BSE
Ladam Affordab.,540026,BSE
Dhenu Buildcon,501945,BSE
Sri Havisha,HAVISHA,NSE
Alstone Textiles,539277,BSE
Kohinoor Foods,KOHINOOR,NSE
H D I L,HDIL,NSE
Samtex Fashion,521206,BSE
Explicit Finance,530571,BSE
Trio Merc. Trad.,534755,BSE
Arman Holdings,538556,BSE
A B Real Estate,ABREL,NSE
Integ. Capital,539149,BSE
Dolphin Medical,526504,BSE
Natura Hue Chem,531834,BSE
IGC Industries,539449,BSE
VSF Projects,519331,BSE
Shree Hanuman Sg,537709,BSE
Kotia Enterprise,539599,BSE
Grand Oak Canyon,523862,BSE
Sri Nacha. Cott.,521234,BSE
IND Renewable,536709,BSE
Alexander Stamps,511463,BSE
Quick Heal Tech,QUICKHEAL,NSE
Mahan Industries,531515,BSE
Interworld Digi.,532072,BSE
Fortune Interntl,530213,BSE
Azad India,504731,BSE
Docmode Health,DHTL,NSE
Olympic Oil Ind.,507609,BSE
Dredging Corpn.,DREDGECORP,NSE
Laxmi Cotspin,LAXMICOT,NSE
Ashram Online,526187,BSE
Jyotirgamya Ent.,539246,BSE
Gujarat Alkalies,GUJALKALI,NSE
Emkay Taps & Cut,EMKAYTOOLS,NSE
Prabha Energy,PRABHA,NSE
Yogi Infra Proj.,522209,BSE
GKW,GKWLIMITED,NSE
Silverline Tech,500389,BSE
Biogen Pharma,531752,BSE
Futuristic Solu,534063,BSE
Prism Medico,512217,BSE
Brainbees Solut.,FIRSTCRY,NSE
KIC Metaliks,513693,BSE
Popular Estate,531870,BSE
Johnson Pharma,532154,BSE
Vipul Ltd,VIPULLTD,NSE
Newjaisa Tech,NEWJAISA,NSE
C C C L,CCCL,NSE
Globale Tessile,GLOBALE,NSE
Caprolactam Chem,507486,BSE
Rajasthan Securities,526873,BSE
Indoco Remedies,INDOCO,NSE
Pearl Green Club,543540,BSE
Pine Labs,PINELABS,NSE
Aar Shyam (I),542377,BSE
Max Heights,534338,BSE
Seya Industries,SEYAIND,NSE
Ace Men,539661,BSE
Step Two Corp.,531509,BSE
Aryan Share,542176,BSE
Bervin Invest.,531340,BSE
Salora Intl.,500370,BSE
Ludlow Jute,526179,BSE
Virtual Global,534741,BSE
Guj.Nat.Resour.,513536,BSE
Kranti Industrie,542459,BSE
NCL Res. & Finl.,530557,BSE
Quint Digital,539515,BSE
Bluestone Jewel,BLUESTONE,NSE
Sujala Trading &,539117,BSE
Bharat Bhushan,511501,BSE
Polo Hotels,526687,BSE
Omni Ax's,532340,BSE
52 Weeks Enter.,531925,BSE
SVC Industries,524488,BSE
True Green,533407,BSE
Shalimar Prod.,512499,BSE
Disha Resources,531553,BSE
Regis Industries,543208,BSE
Kartik Invest.,501151,BSE
Madhusudan Sec.,511000,BSE
Kanel Indust.,500236,BSE
Hemisphere Prop,HEMIPROP,NSE
Cosmo Ferrites,523100,BSE
Ravi Leela Gran,526095,BSE
Diggi Multitrade,540811,BSE
Vaarad Ventures,532320,BSE
Debock Industrie,DIL,NSE
Voltaire Leasing,509038,BSE
Sanco Industries,SANCO,NSE
Kemp & Co.,506530,BSE
Premier Energy,533100,BSE
IEC Education,531840,BSE
Gokak Textiles,532957,BSE
Indo Credit Cap.,526887,BSE
MFS Intercorp,513721,BSE
Ironwood Educa,508918,BSE
Nureca,NURECA,NSE
Systematix Sec.,531432,BSE
Udayshivakumar,USK,NSE
PS IT Infra,505502,BSE
Sanchay Finvest,511563,BSE
GTN Industries,500170,BSE
Ampvolts,535719,BSE
Vision Cinemas,526441,BSE
Steel Strips Inf,513173,BSE
Valiant Laborato,VALIANTLAB,NSE
Geetanjali Cred.,539486,BSE
Bacil Pharma,524516,BSE
Uniinfo Telecom,UNIINFO,NSE
Parsvnath Devl.,PARSVNATH,NSE
Ushanti Colour,UCL,NSE
Guj. Credit Corp,511441,BSE
Lasa Supergeneri,LASA,NSE
Bansisons Tea,519353,BSE
Alka India,530889,BSE
APM Industries,523537,BSE
Hind Aluminium,531979,BSE
Jauss Polymers,526001,BSE
Procal Electroni,526009,BSE
Madhuveer Com,531910,BSE
GEE,504028,BSE
Agri-Tech India,AGRITECH,NSE
Surat Trade,530185,BSE
Oswal Yarns,514460,BSE
Vaxfab Enterp.,542803,BSE
Silver Pearl,543536,BSE
India Lease Dev.,500202,BSE
Indrayani Biotec,526445,BSE
Amraworld Agrico,531991,BSE
Tulsyan NEC,513629,BSE
Shanti Guru Inds,534708,BSE
Aditya Spinners,521141,BSE
USG Tech,532402,BSE
SRU Steels,540914,BSE
Aditya Consumer,540146,BSE
Silver Oak (I),531635,BSE
Sical Logistics,SICALLOG,NSE
ITI,ITI,NSE
Sastasundar Ven.,SASTASUNDR,NSE
Nag. Agri Tech.,531832,BSE
Paos Industries,530291,BSE
Balaji Telefilms,BALAJITELE,NSE
Prataap Snacks,DIAMONDYD,NSE
Catvision Ltd,531158,BSE
Valor Estate,DBREALTY,NSE
Diana Tea Co,530959,BSE
Gopal Iron Stl.,531913,BSE
Svaraj Trading,503624,BSE
Parker Agrochem,524628,BSE
Katare Spinning,502933,BSE
Swan Corp,SWANCORP,NSE
GVP Infotech,GVPTECH,NSE
Ravinder Heights,RVHL,NSE
Zenith Exports,ZENITHEXPO,NSE
Advance Syntex,539982,BSE
Mac Charles(I),507836,BSE
Lerthai Finance,502250,BSE
GTN Textiles,532744,BSE
V I P Inds.,VIPIND,NSE
Sampann Utpadan,SAMPANN,NSE
Vertex Secur.,531950,BSE
Fruition Venture,538568,BSE
Semac Construct,SEMAC,NSE
Tree House Edu.,TREEHOUSE,NSE
Wakefit Innovati,WAKEFIT,NSE
Sybly Industries,531499,BSE
Swagtam Trading,539406,BSE
Andhra Petrochem,500012,BSE
Space Incubatric,541890,BSE
Skyline Millars,505650,BSE
Antarctica,ANTGRAPHIC,NSE
Ramgopal Polytex,RAMGOPOLY,NSE
VIRAT LEASING,539167,BSE
Tulasee Bio-Eth.,524514,BSE
Padmalaya Tele.,PADMALAYAT,NSE
Veejay Lak. Eng.,522267,BSE
Nikki Glob.Fin.,531272,BSE
Shricon Indus.,508961,BSE
Sanwaria Consum.,SANWARIA,NSE
Inland Printers,530787,BSE
Prit Nandy Comm.,PNC,NSE
Tahmar Enterp.,516032,BSE
Lovable Lingerie,LOVABLE,NSE
Soma Textiles,SOMATEX,NSE
Premier Cap Serv,511016,BSE
Transgene Biotek,526139,BSE
Global Cap.Mkt.,530263,BSE
Bharatiya Glob.,BGLOBAL,NSE
Lexus Granito,LEXUS,NSE
LGB Forge,533007,BSE
Mukta Arts,MUKTAARTS,NSE
Adroit Info.,ADROITINFO,NSE
Samsrita Labs,539267,BSE
Gala Global,539228,BSE
Navkar Corporat.,NAVKARCORP,NSE
Classic Filament,540310,BSE
Mcleod Russel,MCLEODRUSS,NSE
TVS Elec.,TVSELECT,NSE
Galaxy Agrico,531911,BSE
Progrex Ventures,531265,BSE
GFL,GFLLIMITED,NSE
Milestone Furn.,541337,BSE
Emami Realty Ltd,EMAMIREAL,NSE
Vodafone Idea,IDEA,NSE
Trescon,532159,BSE
Prima Agro,519262,BSE
Welcast Steels,504988,BSE
Kaiser Corporat.,531780,BSE
Global Surfaces,GSLSU,NSE
Bang Overseas,BANG,NSE
Sreechem Resins,514248,BSE
Starlog Enterp.,520155,BSE
Samtel (India),500371,BSE
Munoth Commun.,511401,BSE
G G Dandekar,505250,BSE
JP Associates,JPASSOCIAT,NSE
Encode Packaging,530733,BSE
Niyogin Fintech,538772,BSE
Karnavati Financ,538928,BSE
Patidar Buildcon,524031,BSE
Darjeeling Industriies,539770,BSE
Reliable Ventur.,532124,BSE
Omansh Enterpri.,538537,BSE
Medi Caps,523144,BSE
Physicswallah,PWL,NSE
Sumeet Industrie,SUMEETINDS,NSE
Martin Burn,523566,BSE
Kreon Finnancial,530139,BSE
Hari Govind Intl,531971,BSE
Sarvottam Finve.,539124,BSE
Sagar Cements,SAGCEM,NSE
Vijay Textiles,530151,BSE
Sundaram Multi.,SUNDARAM,NSE
John Cockerill,500147,BSE
RKD Agri,511169,BSE
A F Enterprises,538351,BSE
Goa Carbon,GOACARBON,NSE
Aion-Tech Soluti,GOLDTECH,NSE
63 Moons Tech.,63MOONS,NSE
Kanoria Chem.,KANORICHEM,NSE
KK Shah Hospital,544013,BSE
OnMobile Global,ONMOBILE,NSE
Aviva Industries,512109,BSE
UTL Industries,500426,BSE
Peeti Securities,531352,BSE
Sundaram Clayton,SUNCLAY,NSE
Kush Industries,514240,BSE
Suvidha Infra.,531640,BSE
Munoth Fin.Serv.,531821,BSE
Sh. Rajiv. Oil,530295,BSE
Octal Credit Cap,538894,BSE
Sh. Steel Wire,513488,BSE
Nivaka Fashions,542206,BSE
Indian Infotech,509051,BSE
Athena Global,517429,BSE
Kaya Ltd,KAYA,NSE
Naturo Indiabull,543579,BSE
Palred Technolog,PALREDTEC,NSE
Palash Securi.,PALASHSECU,NSE
Shashank Traders,540221,BSE
BirlaNu Ltd,BIRLANU,NSE
Orient Paper,ORIENTPPR,NSE
Velan Hotels,526755,BSE
Facor Alloys,532656,BSE
Affordable Robo.,AFFORDABLE,NSE
Eastcoast Steel,520081,BSE
S K Internation.,542728,BSE
SJ Corp,504398,BSE
Senthil Infotek,531980,BSE
Tulive Developer,505285,BSE
Nova Iron &Steel,513566,BSE
Vivanza Biosci.,530057,BSE
Libord Finance,511593,BSE
Punjab Commun.,500346,BSE
Ruparel Food,511740,BSE
Aurum Proptech,AURUM,NSE
Sutlej Textiles,SUTLEJTEX,NSE
Golden Carpets,531928,BSE
B P Capital,536965,BSE
MPDL Ltd,532723,BSE
Aditya Bir. Fas.,ABFRL,NSE
Raj Packaging,530111,BSE
Gita Renewable,539013,BSE
Prima Industries,531246,BSE
Fusion Finance,FUSION,NSE
Shiva Cement,532323,BSE
Link Pharma Chem,524748,BSE
Restaurant Brand,RBA,NSE
Rudra Ecovation,514010,BSE
Garware Synth,514400,BSE
Shiva Mills,SHIVAMILLS,NSE
Team24 Consumer,500458,BSE
Jackson Invest,538422,BSE
Kakatiya Cement,KAKATCEM,NSE
Bombay Talkies,511246,BSE
SAB Industries,539112,BSE
Vikas Wsp,VIKASWSP,NSE
Agio Paper,516020,BSE
Shikhar Cons.,526883,BSE
Hind.Urban Infra,539984,BSE
Rich Universe,530271,BSE
COSYN,538922,BSE
DCM Financial,DCMFINSERV,NSE
FratelliVineyard,541741,BSE
Micropro Softwar,MICROPRO,NSE
Prag Bosimi Syn.,500192,BSE
Vivanta Indust.,541735,BSE
Eco Hotels,514402,BSE
Indsil Hydro,522165,BSE
Jayatma Industri,531323,BSE
Swadha Nature,531039,BSE
Delta Industrial,539596,BSE
Hindustan Agrig.,519574,BSE
Athena Construc.,539099,BSE
Dharan Infra-EPC,DHARAN,NSE
Toyam Sports,538607,BSE
Deepak Spinners,514030,BSE
Vardhman Concr.,531444,BSE
Dindigul Farm,544201,BSE
Ind Bank Housing,523465,BSE
Kamanwala Housin,511131,BSE
KMF Builders,531578,BSE
MT Educare,MTEDUCARE,NSE
Kiran Syntex,530443,BSE
Spandana Sphoort,SPANDANA,NSE
Sanghi Industrie,SANGHIIND,NSE
Adjia Tech,543269,BSE
Polytex India,512481,BSE
N2N Technologies,512279,BSE
Abhishek Infra.,539544,BSE
South Asian Ent.,526477,BSE
Malu Paper,MALUPAPER,NSE
Kanco Tea,541005,BSE
GSL Securities,530469,BSE
Oxford Industrie,514414,BSE
Cityman,521210,BSE
Prajay Engineers,PRAENG,NSE
ANG Lifesciences,540694,BSE
CMI,CMICABLES,NSE
Prakash Woollen,531437,BSE
Sashwat Technoc,506313,BSE
Alphageo (India),ALPHAGEO,NSE
Vistar Amar,538565,BSE
Bharat Parenter.,541096,BSE
Borosil Renew.,BORORENEW,NSE
Dhunseri Tea,DTIL,NSE
Williamson Fin.,519214,BSE
Kallam Textiles,530201,BSE
Panacea Biotec,PANACEABIO,NSE
Millen. Online,511187,BSE
Decipher Labs,524752,BSE
Kothari Products,KOTHARIPRO,NSE
Stanrose Mafat.,506105,BSE
Kesoram Inds.,KESORAMIND,NSE
Sinnar Bidi Udy.,509887,BSE
Khoobsurat Ltd,535730,BSE
